id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN
10006063,Sprint Journey: Nitro,2024-03-04T12:41:26.803980,PS5,Aventura,Klovako s. r. o.,13/9/2022,Inglés,4.35,23 calificaciones,78 %,4 %,4 %,0 %,13 %,"2,99 €","2,99 €","2,99 €","2,99 €"
230221,Sprint Vector,2024-03-04T12:41:28.668798,PS4,"Acción, Conducción/Carreras, Deporte","SURVIOS, INC",13/2/2018,No hay información,4.3,501 calificaciones,68 %,13 %,7 %,4 %,7 %,"24,99 €","24,99 €","24,99 €","24,99 €"
234479,Spuds Unearthed,2024-03-04T12:41:30.190760,PS4,"Acción, Aventura, Estrategia",Gamedust S.A.,22/4/2020,Inglés,2.86,35 calificaciones,31 %,14 %,6 %,6 %,43 %,"9,99 €","9,99 €","9,99 €","9,99 €"
217292,Spy Chameleon,2024-03-04T12:41:31.558655,PS4,"Acción, Arcade, Puzzle","UNFINISHED PIXEL, SL",20/7/2016,"Alemán, Español, Francés (Francia), Inglés, Italiano, Portugués (Portugal), Ruso",3.86,3.290 calificaciones,51 %,15 %,14 %,6 %,13 %,"9,99 €","9,99 €","9,99 €","9,99 €"
10005749,"Spy Fox in ""Dry Cereal""",2024-03-04T12:41:33.354883,PS4,"Aventura, Educativos",UFO Interactive Games,2/11/2022,Inglés,5,18 calificaciones,100 %,0 %,0 %,0 %,0 %,"14,99 €","14,99 €","14,99 €","14,99 €"
10003678,Squad 51 vs. the Flying Saucers,2024-03-04T12:41:34.909324,PS4,Juegos de disparos,WhisperGames,19/7/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Polaco, Portugués (Brasil), Ruso",4.73,33 calificaciones,85 %,9 %,3 %,0 %,3 %,"28,99 €","28,99 €","28,99 €","28,99 €"
10002547,Squad Killer,2024-03-04T12:41:36.588881,PS5,Acción,eastasiasoft,30/6/2022,Inglés,3.67,48 calificaciones,50 %,10 %,15 %,6 %,19 %,"4,99 €","4,99 €","4,99 €","4,99 €"
210986,Square Heroes,2024-03-04T12:41:38.294674,PS4,"Acción, Arcade",GNOMIC STUDIOS PTY LTD,1/3/2016,"Alemán, Español, Francés (Francia), Inglés, Italiano, Portugués (Brasil), Ruso",4.18,205 calificaciones,60 %,14 %,15 %,4 %,6 %,"5,99 €","5,99 €","5,99 €","5,99 €"
10005190,Square Keeper,2024-03-04T12:41:39.732536,"PS4, PS5",Puzzle,JANDUSOFT S.L.,9/6/2022,No hay información,4.19,16 calificaciones,50 %,31 %,6 %,13 %,0 %,"4,99 €","4,99 €","4,99 €","4,99 €"
10002539,SRX: The Game,2024-03-04T12:41:41.171148,"PS4, PS5",Conducción/Carreras,Monster Games Inc.,28/5/2021,Inglés,4.56,193 calificaciones,80 %,10 %,3 %,2 %,6 %,"49,99 €","49,99 €","49,99 €","49,99 €"
234838,STAB STAB STAB!,2024-03-04T12:41:42.591539,PS4,"Acción, Arcade, Grupo",MONSTER COUCH SP. Z O.O.,28/2/2020,Inglés,4.19,26 calificaciones,65 %,15 %,4 %,4 %,12 %,"9,99 €","9,99 €","9,99 €","9,99 €"
10001579,Star99,2024-03-04T12:41:44.115271,PS4,"Arcade, Juegos de disparos",Schine,28/10/2020,Inglés,4.2,5 calificaciones,80 %,0 %,0 %,0 %,20 %,"8,99 €","8,99 €","8,99 €","8,99 €"
